wafer_id,defect_class,diameter,lot_name,failure_ratio
wafer_000066,none,8,lot_056,0.0
wafer_000067,local,8,lot_097,0.2263699852382615
wafer_000068,local,6,lot_051,0.10720781175954973
wafer_000069,donut,8,lot_030,0.17666015859811657
wafer_000070,random,6,lot_049,0.28535380489194123
wafer_000071,scratch,8,lot_092,0.05953725783960395
wafer_000072,near-full,6,lot_059,0.29825058952191474
wafer_000073,edge-loc,6,lot_054,0.12127465562014252
wafer_000074,local,8,lot_023,0.05117877183715335
wafer_000075,local,12,lot_076,0.10718972601792383
wafer_000076,local,8,lot_002,0.2070499631416966
wafer_000077,scratch,6,lot_012,0.2992631507553498
wafer_000078,random,6,lot_040,0.05210459477891886
wafer_000079,none,8,lot_002,0.0
wafer_000080,near-full,6,lot_031,0.11474380579351486
wafer_000081,none,6,lot_093,0.0
wafer_000082,none,12,lot_020,0.0
wafer_000083,random,12,lot_083,0.12871955509854074
wafer_000084,center,8,lot_091,0.062161960642796596
wafer_000085,edge-loc,12,lot_049,0.12340764523907537
wafer_000086,edge-ring,6,lot_004,0.2922812545268018
wafer_000087,edge-loc,6,lot_035,0.0900193187571819
wafer_000088,random,6,lot_071,0.024123747754116187
wafer_000089,none,8,lot_092,0.0
wafer_000090,center,8,lot_019,0.02102854144109545
wafer_000091,none,8,lot_071,0.0
wafer_000092,scratch,8,lot_003,0.1357210145872568
wafer_000093,local,8,lot_065,0.23971721306005941
wafer_000094,local,12,lot_058,0.05195261004993802
wafer_000095,none,8,lot_014,0.0
wafer_000096,none,8,lot_003,0.0
wafer_000097,random,6,lot_026,0.20726643520544302
wafer_000098,center,8,lot_083,0.20115418133785046
wafer_000099,edge-loc,6,lot_058,0.07760786325845868
wafer_000100,local,8,lot_004,0.15189314169150986
wafer_000101,edge-ring,12,lot_008,0.26537043664170007
wafer_000102,none,6,lot_047,0.0
wafer_000103,random,6,lot_031,0.23854206147072132
wafer_000104,center,8,lot_001,0.03943085594545979
wafer_000105,local,8,lot_055,0.1542073689378096
wafer_000106,none,8,lot_008,0.0
wafer_000107,donut,6,lot_019,0.258527795048855
wafer_000108,donut,8,lot_057,0.10891010474233281
wafer_000109,random,6,lot_012,0.24561409373954265
wafer_000110,edge-ring,6,lot_082,0.19426965578130345
wafer_000111,edge-loc,12,lot_058,0.13252814852829553
wafer_000112,edge-loc,8,lot_019,0.20202000434013728
wafer_000113,donut,8,lot_021,0.0254888224188744
wafer_000114,local,6,lot_081,0.07457470450227166
wafer_000115,none,8,lot_060,0.0
wafer_000116,near-full,6,lot_073,0.14026757668706102
wafer_000117,scratch,8,lot_049,0.1242259324745707
wafer_000118,scratch,8,lot_081,0.049184099563534464
wafer_000119,local,12,lot_036,0.24181542008531384
wafer_000120,scratch,6,lot_090,0.2123147240951605
wafer_000121,near-full,8,lot_002,0.10831353383366728
wafer_000122,local,6,lot_091,0.1558972689155832
wafer_000123,donut,12,lot_041,0.17856699163473777
wafer_000124,local,8,lot_051,0.16662567326851774
wafer_000125,none,8,lot_070,0.0
wafer_000126,scratch,8,lot_026,0.193449525315896
wafer_000127,edge-ring,8,lot_041,0.11590874422994539
wafer_000128,near-full,8,lot_026,0.2177020931109519
wafer_000129,edge-loc,8,lot_081,0.11995989333164861
wafer_000130,center,8,lot_054,0.027619835098797826
wafer_000131,near-full,6,lot_035,0.07842115246898158
wafer_000132,edge-ring,8,lot_091,0.09249923493189978
wafer_000133,near-full,8,lot_048,0.08531841409253407
wafer_000134,random,6,lot_058,0.21040923191555388
wafer_000135,local,8,lot_051,0.20619127767755352
wafer_000136,edge-ring,6,lot_032,0.11183210617131024
wafer_000137,local,8,lot_042,0.16927016054779875
wafer_000138,edge-ring,8,lot_055,0.234649729761571
wafer_000139,center,6,lot_099,0.2973885330527555
wafer_000140,edge-ring,8,lot_013,0.2351872461549956
wafer_000141,local,8,lot_023,0.07793223542023128
wafer_000142,edge-loc,12,lot_069,0.18740911077084632
wafer_000143,random,12,lot_039,0.08592881718798252
wafer_000144,donut,6,lot_060,0.09206683632436273
wafer_000145,none,8,lot_052,0.0
wafer_000146,edge-ring,8,lot_018,0.2532265270243288
wafer_000147,scratch,6,lot_010,0.19284519166438896
wafer_000148,center,8,lot_077,0.2928714323712145
wafer_000149,none,6,lot_056,0.0
wafer_000150,edge-loc,6,lot_084,0.03652849832004912
wafer_000151,edge-ring,6,lot_004,0.08324128654698122
wafer_000152,edge-loc,8,lot_013,0.036913190718025776
wafer_000153,random,8,lot_094,0.17900791101522665
wafer_000154,local,6,lot_058,0.045516824918097686
wafer_000155,random,6,lot_059,0.050713410716480195
wafer_000156,edge-loc,8,lot_092,0.13981786766529378
wafer_000157,center,6,lot_064,0.03743883588385869
wafer_000158,near-full,12,lot_063,0.08806300877774718
wafer_000159,near-full,8,lot_008,0.05461603206565382
wafer_000160,edge-loc,8,lot_044,0.15667401357807273
wafer_000161,scratch,8,lot_007,0.2365849722519015
wafer_000162,scratch,8,lot_010,0.18189424532484622
wafer_000163,local,6,lot_094,0.2249778645382632
wafer_000164,edge-ring,8,lot_025,0.16115261254324603
wafer_000165,none,6,lot_088,0.0
wafer_000166,near-full,8,lot_054,0.10042754887107166
wafer_000167,none,8,lot_057,0.0
wafer_000168,scratch,8,lot_080,0.18281217300381175
wafer_000169,local,6,lot_065,0.1707428983656326
wafer_000170,none,8,lot_094,0.0
wafer_000171,edge-loc,8,lot_093,0.08385707904276272
wafer_000172,local,8,lot_062,0.12363819006628445
wafer_000173,local,8,lot_009,0.17998694897036271
wafer_000174,local,8,lot_042,0.027054264291401182
wafer_000175,none,6,lot_005,0.0
wafer_000176,center,12,lot_019,0.1802626885224619
wafer_000177,local,6,lot_043,0.16221759230011648
wafer_000178,edge-loc,12,lot_059,0.19975629909581283
wafer_000179,none,8,lot_085,0.0
wafer_000180,edge-ring,8,lot_012,0.037797065779477806
wafer_000181,scratch,6,lot_094,0.2207962239825535
wafer_000182,edge-loc,6,lot_003,0.20465774176717597
wafer_000183,local,8,lot_096,0.028893294793185642
wafer_000184,edge-ring,12,lot_024,0.2678143801709245
wafer_000185,local,12,lot_072,0.035720671846329544
wafer_000186,none,8,lot_070,0.0
wafer_000187,scratch,6,lot_058,0.052893772279512315
wafer_000188,random,8,lot_007,0.13005668279484237
wafer_000189,donut,8,lot_071,0.15775687652683015
wafer_000190,none,8,lot_075,0.0
wafer_000191,local,6,lot_007,0.046730420362818756
wafer_000192,edge-loc,6,lot_084,0.2631092793961092
wafer_000193,center,12,lot_099,0.12819047798629185
wafer_000194,none,6,lot_021,0.0
wafer_000195,edge-loc,6,lot_030,0.012609031264007494
wafer_000196,none,8,lot_061,0.0
wafer_000197,scratch,6,lot_031,0.09967167452728251
wafer_000198,edge-loc,8,lot_040,0.036786257294020394
wafer_000199,edge-loc,12,lot_002,0.29718850475779285
wafer_000200,donut,8,lot_099,0.21546950828002684
wafer_000201,local,12,lot_075,0.023271389189182604
wafer_000202,scratch,8,lot_080,0.10431686620370889
wafer_000203,local,12,lot_005,0.20159555646744806
wafer_000204,random,8,lot_017,0.07447773710957938
wafer_000205,none,6,lot_020,0.0
wafer_000206,none,8,lot_007,0.0
wafer_000207,none,6,lot_010,0.0
wafer_000208,center,12,lot_093,0.1923355013250653
wafer_000209,local,8,lot_085,0.24734171656082204
wafer_000210,edge-ring,6,lot_002,0.07529499253585545
wafer_000211,scratch,12,lot_054,0.2761500704189016
wafer_000212,local,8,lot_052,0.03481719932206525
wafer_000213,local,8,lot_010,0.27888029030317324
wafer_000214,edge-ring,6,lot_078,0.2753926656875163
wafer_000215,edge-loc,12,lot_086,0.07234382784295676
wafer_000216,center,12,lot_026,0.11666644682255449
wafer_000217,center,6,lot_098,0.1402307651796735
wafer_000218,edge-loc,12,lot_077,0.20165820325673353
wafer_000219,center,8,lot_032,0.2799650354864427
wafer_000220,center,6,lot_012,0.21748956938786593
wafer_000221,edge-loc,6,lot_043,0.06991644175935972
wafer_000222,scratch,12,lot_094,0.019904455864889106
wafer_000223,near-full,8,lot_068,0.04016065402843837
wafer_000224,edge-loc,6,lot_031,0.15555754844790592
wafer_000225,local,6,lot_029,0.18712629856682317
wafer_000226,random,6,lot_020,0.04124354566727479
wafer_000227,center,8,lot_096,0.12379726458488012
wafer_000228,scratch,8,lot_060,0.2700204650621434
wafer_000229,center,6,lot_094,0.2908930811621715
wafer_000230,edge-ring,8,lot_061,0.27443445133085365
wafer_000231,local,6,lot_095,0.02623500900138752
wafer_000232,center,6,lot_032,0.13105093842597085
wafer_000233,none,6,lot_060,0.0
wafer_000234,scratch,8,lot_091,0.1206002529445316
wafer_000235,edge-loc,6,lot_079,0.16568104562484054
wafer_000236,scratch,6,lot_094,0.20268036748473897
wafer_000237,none,12,lot_094,0.0
wafer_000238,center,8,lot_082,0.12530526262675273
wafer_000239,local,8,lot_008,0.262244095332039
wafer_000240,none,8,lot_052,0.0
wafer_000241,none,6,lot_038,0.0
wafer_000242,none,6,lot_016,0.0
wafer_000243,edge-loc,12,lot_044,0.07229819106286019
wafer_000244,center,12,lot_001,0.10468005415947979
wafer_000245,scratch,8,lot_094,0.17861778219712596
wafer_000246,center,8,lot_098,0.04661428938821459
wafer_000247,scratch,8,lot_004,0.10574961999741042
wafer_000248,scratch,8,lot_004,0.16157284248116108
wafer_000249,local,8,lot_003,0.2113590816751941
wafer_000250,scratch,8,lot_034,0.16818177460404332
wafer_000251,local,6,lot_017,0.03633964536454419
wafer_000252,local,8,lot_076,0.14695229931147935
wafer_000253,edge-loc,6,lot_046,0.11495012830352319
wafer_000254,donut,12,lot_016,0.29437813412322933
wafer_000255,local,6,lot_050,0.19212538806587834
wafer_000256,donut,6,lot_080,0.26179560699616733
wafer_000257,edge-ring,8,lot_094,0.2041121541335336
wafer_000258,edge-loc,6,lot_057,0.27837439477077275
wafer_000259,scratch,8,lot_010,0.01908694997264372
wafer_000260,scratch,8,lot_020,0.17253627305445968
wafer_000261,edge-loc,8,lot_060,0.03305136305923933
wafer_000262,edge-ring,8,lot_037,0.0862873347033813
wafer_000263,center,8,lot_087,0.04483362026991134
wafer_000264,edge-ring,8,lot_012,0.15089377773107254
wafer_000265,edge-loc,8,lot_073,0.201073990745195
wafer_000266,random,8,lot_023,0.039204288604885756
wafer_000267,edge-ring,8,lot_005,0.06540881832283407
wafer_000268,edge-ring,12,lot_056,0.1826431335693184
wafer_000269,edge-ring,8,lot_067,0.12246327374109113
wafer_000270,random,6,lot_089,0.022251475102063267
wafer_000271,none,8,lot_020,0.0
wafer_000272,scratch,12,lot_043,0.07890881000768221
wafer_000273,near-full,8,lot_028,0.12233508885999295
wafer_000274,center,8,lot_068,0.2728274167916835
wafer_000275,local,8,lot_045,0.15516847287843646
wafer_000276,local,8,lot_055,0.23581536154184318
wafer_000277,edge-ring,8,lot_006,0.079126001287142
wafer_000278,edge-loc,8,lot_079,0.03795292022360673
wafer_000279,local,12,lot_089,0.09035812260498013
wafer_000280,local,12,lot_061,0.2537042423539238
wafer_000281,none,8,lot_080,0.0
wafer_000282,donut,12,lot_055,0.2426443532217643
wafer_000283,scratch,12,lot_019,0.08700492801797659
wafer_000284,edge-loc,8,lot_013,0.2645463694217256
wafer_000285,none,12,lot_014,0.0
wafer_000286,none,12,lot_016,0.0
wafer_000287,donut,8,lot_067,0.19654295960174528
wafer_000288,local,8,lot_036,0.25200187651328765
wafer_000289,edge-loc,6,lot_048,0.04084764539208051
wafer_000290,donut,8,lot_085,0.2873187875036075
wafer_000291,none,8,lot_043,0.0
wafer_000292,donut,8,lot_076,0.14269302362235678
wafer_000293,none,8,lot_093,0.0
wafer_000294,edge-loc,6,lot_050,0.24597206838035882
wafer_000295,scratch,8,lot_002,0.16349271524844347
wafer_000296,edge-loc,8,lot_088,0.23652255856204413
wafer_000297,edge-ring,12,lot_089,0.1120858168853131
wafer_000298,random,12,lot_005,0.07694818039500197
wafer_000299,center,12,lot_023,0.07430594902515908
wafer_000300,none,8,lot_044,0.0
wafer_000301,edge-ring,6,lot_033,0.08831408064533029
wafer_000302,edge-loc,8,lot_084,0.1939987191617346
wafer_000303,local,6,lot_096,0.1610606503158085
wafer_000304,random,12,lot_029,0.049555588645471084
wafer_000305,edge-ring,8,lot_096,0.04384823544821061
wafer_000306,none,8,lot_034,0.0
wafer_000307,none,6,lot_009,0.0
wafer_000308,edge-loc,6,lot_087,0.2546945598571115
wafer_000309,none,6,lot_053,0.0
wafer_000310,edge-ring,8,lot_044,0.10180709044850123
wafer_000311,center,8,lot_043,0.2314473605955566
wafer_000312,center,6,lot_094,0.12393243725249391
wafer_000313,center,12,lot_089,0.20560500326481518
wafer_000314,center,6,lot_058,0.21927923817502004
wafer_000315,local,6,lot_038,0.29817466595345227
wafer_000316,edge-loc,8,lot_056,0.11099962256199941
wafer_000317,center,6,lot_066,0.02408862678051986
wafer_000318,random,6,lot_003,0.13368953646835485
wafer_000319,edge-loc,8,lot_033,0.2742148490824185
wafer_000320,center,6,lot_028,0.08851281758270314
wafer_000321,none,6,lot_069,0.0
wafer_000322,edge-ring,6,lot_003,0.20148614633375414
wafer_000323,edge-ring,8,lot_037,0.2948714004987082
wafer_000324,none,12,lot_045,0.0
wafer_000325,local,8,lot_047,0.24906754736007208
wafer_000326,local,6,lot_021,0.03277903645195668
wafer_000327,none,6,lot_018,0.0
wafer_000328,none,6,lot_036,0.0
wafer_000329,donut,8,lot_097,0.10985308240340741
wafer_000330,edge-loc,8,lot_035,0.017828416835969876
wafer_000331,edge-ring,8,lot_072,0.2939719371357174
wafer_000332,random,6,lot_009,0.1145112708768339
wafer_000333,center,8,lot_065,0.10631946656443976
wafer_000334,random,6,lot_095,0.12673020777268015
wafer_000335,donut,8,lot_095,0.2422370231571799
wafer_000336,scratch,12,lot_038,0.2938352006960715
wafer_000337,center,12,lot_074,0.08013028097588405
wafer_000338,edge-ring,12,lot_092,0.24038435244811807
wafer_000339,near-full,8,lot_065,0.08725288708194677
wafer_000340,none,6,lot_028,0.0
wafer_000341,center,8,lot_045,0.05867182744188454
wafer_000342,scratch,12,lot_065,0.07837441443874538
wafer_000343,edge-loc,8,lot_027,0.08092505369845503
wafer_000344,local,8,lot_005,0.04142078423014654
wafer_000345,edge-ring,8,lot_091,0.09559032683125245
wafer_000346,donut,8,lot_070,0.13203719669388375
wafer_000347,none,8,lot_074,0.0
wafer_000348,random,8,lot_015,0.15690307593029357
wafer_000349,edge-loc,8,lot_008,0.2604467745444703
wafer_000350,scratch,6,lot_017,0.1086050774153454
wafer_000351,center,6,lot_055,0.253051832318169
wafer_000352,local,6,lot_079,0.2075890901064636
wafer_000353,none,8,lot_067,0.0
wafer_000354,center,12,lot_049,0.0718555425746236
wafer_000355,local,12,lot_036,0.02020473805357985
wafer_000356,local,12,lot_025,0.06495727841599495
wafer_000357,local,6,lot_049,0.0419998645661521
wafer_000358,scratch,8,lot_099,0.0685211475723829
wafer_000359,local,12,lot_052,0.18301159911437734
wafer_000360,edge-ring,12,lot_063,0.018204736687470066
wafer_000361,edge-loc,6,lot_019,0.2883807495160422
wafer_000362,edge-loc,8,lot_072,0.29262971528003523
wafer_000363,edge-loc,6,lot_087,0.04483590652461887
wafer_000364,edge-loc,6,lot_087,0.27967430748545313
wafer_000365,scratch,8,lot_065,0.24232200043376012
wafer_000366,random,8,lot_043,0.29959251163498346
wafer_000367,local,8,lot_089,0.19027571812671248
wafer_000368,none,8,lot_007,0.0
wafer_000369,none,6,lot_087,0.0
wafer_000370,scratch,12,lot_019,0.07107439402148044
wafer_000371,none,6,lot_070,0.0
wafer_000372,local,8,lot_022,0.25155873136286744
wafer_000373,scratch,12,lot_093,0.11243219684154185
wafer_000374,none,8,lot_083,0.0
wafer_000375,donut,6,lot_072,0.07599936971802228
wafer_000376,none,6,lot_077,0.0
wafer_000377,edge-ring,8,lot_098,0.042101370884881965
wafer_000378,random,12,lot_018,0.05075972372623813
wafer_000379,edge-loc,6,lot_033,0.13688902933915914
wafer_000380,none,6,lot_054,0.0
wafer_000381,random,6,lot_011,0.2033091376028184
wafer_000382,donut,8,lot_097,0.19599332405698572
wafer_000383,random,6,lot_094,0.2489307305499668
wafer_000384,edge-ring,12,lot_033,0.27866237241873754
wafer_000385,center,6,lot_087,0.14242664995032808
wafer_000386,local,8,lot_088,0.11564705335665039
wafer_000387,none,8,lot_076,0.0
wafer_000388,scratch,8,lot_029,0.07553078218565074
wafer_000389,near-full,12,lot_080,0.21419048507941785
wafer_000390,none,12,lot_036,0.0
wafer_000391,near-full,6,lot_070,0.026003071953385547
wafer_000392,scratch,8,lot_058,0.16992366242974985
wafer_000393,center,6,lot_028,0.09854116177293262
wafer_000394,edge-ring,8,lot_088,0.07957721336801189
wafer_000395,random,8,lot_033,0.22952608798131818
wafer_000396,center,8,lot_004,0.18269993519352307
wafer_000397,none,12,lot_089,0.0
wafer_000398,random,6,lot_012,0.2792382313476993
wafer_000399,local,6,lot_040,0.24506599788496994
wafer_000400,center,8,lot_085,0.13751743614325165
wafer_000401,edge-ring,8,lot_085,0.06409981354946866
wafer_000402,center,8,lot_084,0.11558336709454675
wafer_000403,none,12,lot_055,0.0
wafer_000404,local,12,lot_060,0.16940454697194265
wafer_000405,local,8,lot_058,0.0459115945312753
wafer_000406,center,8,lot_063,0.060560616206481774
wafer_000407,edge-ring,8,lot_087,0.17911373467257494
wafer_000408,random,12,lot_040,0.25558040218372413
wafer_000409,center,12,lot_094,0.21088864000249066
wafer_000410,scratch,8,lot_089,0.1654780608508079
wafer_000411,random,12,lot_060,0.09609937863504268
wafer_000412,scratch,6,lot_033,0.25656813203847345
wafer_000413,local,12,lot_038,0.2694414644650427
wafer_000414,scratch,8,lot_071,0.09308604748053238
wafer_000415,edge-loc,8,lot_030,0.04862088868959945
wafer_000416,donut,8,lot_074,0.033582476202260514
wafer_000417,near-full,12,lot_061,0.26046383350275687
wafer_000418,edge-loc,8,lot_036,0.2673443922254701
wafer_000419,donut,8,lot_024,0.27875580936922273
wafer_000420,none,8,lot_030,0.0
wafer_000421,edge-ring,8,lot_046,0.18136197690025907
wafer_000422,edge-ring,6,lot_040,0.12439344092422021
wafer_000423,local,8,lot_011,0.09094940338990505
wafer_000424,center,8,lot_050,0.22025791369962158
wafer_000425,donut,8,lot_039,0.14856591006434489
wafer_000426,none,6,lot_076,0.0
wafer_000427,local,8,lot_041,0.020835262155433742
wafer_000428,none,8,lot_093,0.0
wafer_000429,random,12,lot_096,0.010211298832927759
wafer_000430,none,8,lot_023,0.0
wafer_000431,donut,8,lot_070,0.2533202642645142
wafer_000432,local,6,lot_090,0.08060093225802512
wafer_000433,random,6,lot_011,0.16976974708480458
wafer_000434,center,8,lot_048,0.019425204726071385
wafer_000435,donut,6,lot_085,0.1703941060065994
wafer_000436,edge-ring,6,lot_029,0.17162786966278185
wafer_000437,local,12,lot_013,0.17944057598328195
wafer_000438,edge-ring,6,lot_059,0.011984744245620254
wafer_000439,near-full,8,lot_051,0.15984383960601076
wafer_000440,center,6,lot_069,0.17018507552051274
wafer_000441,near-full,6,lot_045,0.251179151921185
wafer_000442,scratch,6,lot_025,0.10377251333734296
wafer_000443,local,8,lot_069,0.041450103972877704
wafer_000444,none,6,lot_055,0.0
wafer_000445,edge-loc,6,lot_022,0.24422861014497105
wafer_000446,none,6,lot_090,0.0
wafer_000447,none,8,lot_067,0.0
wafer_000448,edge-ring,8,lot_065,0.15564984035297616
wafer_000449,center,8,lot_031,0.26089510085467904
wafer_000450,edge-ring,12,lot_030,0.013000518142366043
wafer_000451,none,8,lot_039,0.0
wafer_000452,edge-ring,6,lot_048,0.08251859378104988
wafer_000453,edge-loc,12,lot_041,0.1832098681882617
wafer_000454,local,6,lot_096,0.044198826847980044
wafer_000455,scratch,6,lot_080,0.09778149082234694
wafer_000456,local,12,lot_021,0.16677577846484234
wafer_000457,edge-loc,8,lot_066,0.05299980058111474
wafer_000458,edge-ring,8,lot_021,0.14285759237863677
wafer_000459,edge-loc,6,lot_004,0.14153104306090472
wafer_000460,edge-loc,6,lot_078,0.2242625551210981
wafer_000461,scratch,8,lot_008,0.20695256451733512
wafer_000462,scratch,6,lot_014,0.26949527030617243
wafer_000463,none,12,lot_055,0.0
wafer_000464,edge-ring,12,lot_018,0.23575742412189168
wafer_000465,local,6,lot_006,0.23139855737425272
wafer_000466,center,8,lot_055,0.15036379031288327
wafer_000467,donut,8,lot_019,0.29373080692385267
wafer_000468,donut,8,lot_064,0.02227547946288295
wafer_000469,local,6,lot_041,0.12176287340149673
wafer_000470,random,8,lot_015,0.14016580523127792
wafer_000471,donut,6,lot_057,0.03150822411069041
wafer_000472,none,8,lot_006,0.0
wafer_000473,edge-ring,6,lot_025,0.2417042014325767
wafer_000474,near-full,8,lot_003,0.19460759574709727
wafer_000475,random,12,lot_057,0.18595454932785235
wafer_000476,none,8,lot_094,0.0
wafer_000477,near-full,6,lot_059,0.14459434836994214
wafer_000478,edge-loc,6,lot_034,0.17042704548804802
wafer_000479,edge-loc,6,lot_029,0.13887546413420748
wafer_000480,donut,8,lot_098,0.2556140892763244
wafer_000481,scratch,8,lot_014,0.05122944003439151
wafer_000482,local,8,lot_092,0.03645545608429619
wafer_000483,edge-ring,6,lot_084,0.19071842261283103
wafer_000484,none,12,lot_096,0.0
wafer_000485,none,6,lot_028,0.0
wafer_000486,none,6,lot_023,0.0
wafer_000487,random,8,lot_041,0.16084237574291715
wafer_000488,scratch,6,lot_007,0.05455968991387082
wafer_000489,edge-ring,8,lot_080,0.012461846465358209
wafer_000490,edge-ring,6,lot_023,0.2537189938698388
wafer_000491,donut,8,lot_073,0.2530102841790906
wafer_000492,none,8,lot_038,0.0
wafer_000493,none,8,lot_079,0.0
wafer_000494,edge-ring,8,lot_025,0.0518721576275002
wafer_000495,near-full,8,lot_069,0.12812822314921501
wafer_000496,none,8,lot_064,0.0
wafer_000497,local,8,lot_010,0.1612003903641662
wafer_000498,near-full,6,lot_086,0.20049505686022662
wafer_000499,near-full,8,lot_094,0.10944167904465986
wafer_000500,edge-loc,12,lot_008,0.20264285145793529
wafer_000501,random,6,lot_078,0.07086080256143375
wafer_000502,edge-loc,6,lot_020,0.1288779844507467
wafer_000503,none,8,lot_006,0.0
wafer_000504,edge-loc,8,lot_045,0.11378051908697856
wafer_000505,edge-loc,12,lot_024,0.2816912769372402
wafer_000506,center,12,lot_084,0.19181144516047174
wafer_000507,scratch,6,lot_025,0.01584098567110517
wafer_000508,edge-ring,8,lot_001,0.07411609603010517
wafer_000509,none,8,lot_082,0.0
wafer_000510,random,6,lot_033,0.08533953155774132
wafer_000511,local,8,lot_064,0.07526221437232211
wafer_000512,none,12,lot_064,0.0
wafer_000513,edge-ring,8,lot_028,0.15888420772766643
wafer_000514,scratch,8,lot_035,0.07484873926373455
wafer_000515,edge-loc,8,lot_078,0.0806981778590354
wafer_000516,edge-loc,12,lot_033,0.13703488866557104
wafer_000517,none,8,lot_083,0.0
wafer_000518,donut,6,lot_034,0.04680240716006302
wafer_000519,local,12,lot_027,0.04255019124904947
wafer_000520,near-full,12,lot_046,0.0778231962032633
wafer_000521,random,6,lot_056,0.016853446069731826
wafer_000522,edge-loc,8,lot_054,0.053543601665627286
wafer_000523,near-full,6,lot_044,0.01959569651389898
wafer_000524,scratch,6,lot_067,0.26499774782023555
wafer_000525,local,8,lot_059,0.1929522253055792
wafer_000526,edge-ring,6,lot_067,0.2845257190682994
wafer_000527,center,8,lot_032,0.02660664907080193
wafer_000528,none,12,lot_082,0.0
wafer_000529,none,8,lot_044,0.0
wafer_000530,random,12,lot_065,0.27056545474726135
wafer_000531,local,8,lot_073,0.28529098729777036
wafer_000532,scratch,8,lot_094,0.06607316234594822
wafer_000533,edge-loc,6,lot_018,0.062237327319905264
wafer_000534,scratch,6,lot_024,0.09341485374163895
wafer_000535,local,8,lot_050,0.08052109422133276
wafer_000536,edge-loc,6,lot_037,0.28650822113379837
wafer_000537,edge-ring,12,lot_095,0.1785952621059873
wafer_000538,center,6,lot_010,0.01413792015887339
wafer_000539,random,8,lot_066,0.2639161997356205
wafer_000540,local,8,lot_091,0.23324472938889118
wafer_000541,center,8,lot_095,0.22358263795740335
wafer_000542,edge-loc,6,lot_010,0.03685197375005992
wafer_000543,center,6,lot_024,0.11121464847344824
wafer_000544,none,6,lot_081,0.0
